image_name,defect_type,confidence,x_min,y_min,width,height
01_missing_hole_10.jpg,mouse_bite,0.00447,2189.457,1100.766,43.711,52.933
01_missing_hole_10.jpg,spur,0.00446,2170.333,1091.007,45.722,51.947
01_missing_hole_10.jpg,spur,0.00445,1616.114,400.04,61.029,60.842
01_missing_hole_10.jpg,spurious_copper,0.00428,1616.114,400.04,61.029,60.842
01_missing_hole_10.jpg,spurious_copper,0.00425,1108.268,1169.295,44.312,37.257
01_missing_hole_10.jpg,spurious_copper,0.00421,2618.38,524.815,49.799,47.198
01_missing_hole_10.jpg,spurious_copper,0.00421,418.369,820.445,30.224,37.927
01_missing_hole_10.jpg,mouse_bite,0.00347,2065.657,438.582,26.947,28.197
01_missing_hole_10.jpg,open_circuit,0.00334,454.683,946.829,30.234,32.639
01_missing_hole_10.jpg,spurious_copper,0.00326,2310.334,1289.853,37.756,47.184
01_missing_hole_10.jpg,mouse_bite,0.00312,648.866,1285.468,35.516,35.07
01_missing_hole_10.jpg,spur,0.00287,1462.503,1233.804,48.488,46.521
01_missing_hole_10.jpg,mouse_bite,0.00271,2165.225,987.271,28.306,29.978
01_missing_hole_10.jpg,open_circuit,0.00244,2065.657,438.582,26.947,28.197
01_missing_hole_10.jpg,spurious_copper,0.00238,2716.227,1031.533,46.724,49.871
01_missing_hole_10.jpg,spur,0.00229,2308.009,1097.18,36.847,35.862
01_missing_hole_10.jpg,spurious_copper,0.00229,699.267,1133.74,60.785,37.807
01_missing_hole_10.jpg,spurious_copper,0.00221,2693.633,1246.585,45.977,44.827
01_missing_hole_10.jpg,spurious_copper,0.00218,2308.009,1097.18,36.847,35.862
01_missing_hole_10.jpg,spurious_copper,0.00218,1114.349,1168.476,51.228,34.511
01_missing_hole_10.jpg,spur,0.00207,1474.437,1214.426,52.549,53.994
01_missing_hole_10.jpg,spurious_copper,0.00205,2122.146,1332.705,38.893,45.97
01_missing_hole_10.jpg,spurious_copper,0.00194,2120.657,898.077,43.163,38.891
01_missing_hole_10.jpg,mouse_bite,0.00188,859.569,633.897,58.702,54.116
01_missing_hole_10.jpg,short,0.00184,2310.334,1289.853,37.756,47.184
01_missing_hole_10.jpg,spurious_copper,0.0018,454.683,946.829,30.234,32.639
01_missing_hole_10.jpg,mouse_bite,0.00167,1450.702,1240.884,49.433,49.508
01_missing_hole_10.jpg,mouse_bite,0.00166,1861.343,1407.004,45.768,25.867
01_missing_hole_10.jpg,spurious_copper,0.00164,447.437,914.177,37.268,43.093
01_missing_hole_10.jpg,spurious_copper,0.00151,2620.847,501.323,40.228,39.228
01_missing_hole_10.jpg,spur,0.00147,698.996,1120.843,41.444,32.361
01_missing_hole_10.jpg,spurious_copper,0.00147,2713.928,1043.25,43.612,48.234
01_missing_hole_10.jpg,mouse_bite,0.00146,604.762,331.429,35.79,37.795
01_missing_hole_10.jpg,spur,0.0014,2815.19,819.853,28.058,78.452
01_missing_hole_10.jpg,open_circuit,0.00139,418.369,820.445,30.224,37.927
01_missing_hole_10.jpg,mouse_bite,0.00135,1494.541,1199.769,48.021,45.579
01_missing_hole_10.jpg,spurious_copper,0.00131,709.884,1110.326,50.671,36.811
01_missing_hole_10.jpg,spurious_copper,0.00129,2261.185,1377.867,46.924,47.013
01_missing_hole_10.jpg,spur,0.00128,1328.722,1261.372,53.731,32.953
01_missing_hole_10.jpg,spurious_copper,0.00126,2313.457,1300.387,39.09,48.691
01_missing_hole_10.jpg,spurious_copper,0.00125,2228.009,649.209,57.141,30.478
01_missing_hole_10.jpg,spurious_copper,0.00125,611.698,788.278,26.807,48.833
01_missing_hole_10.jpg,spur,0.00125,2201.462,1106.299,42.748,45.124
01_missing_hole_10.jpg,spurious_copper,0.00122,428.237,864.389,34.65,56.97
01_missing_hole_10.jpg,mouse_bite,0.00121,1519.865,1175.546,39.299,47.635
01_missing_hole_10.jpg,spurious_copper,0.0012,698.996,1120.843,41.444,32.361
01_missing_hole_10.jpg,spur,0.00119,2440.672,290.602,37.97,40.061
01_missing_hole_10.jpg,spur,0.00119,2815.143,832.631,25.388,79.552
01_missing_hole_10.jpg,mouse_bite,0.00118,2129.149,761.08,29.37,31.074
01_missing_hole_10.jpg,missing_hole,0.00116,2065.657,438.582,26.947,28.197
01_missing_hole_10.jpg,spurious_copper,0.00113,859.569,633.897,58.702,54.116
01_missing_hole_10.jpg,open_circuit,0.00111,1462.503,1233.804,48.488,46.521
01_missing_hole_10.jpg,mouse_bite,0.0011,2170.333,1091.007,45.722,51.947
01_missing_hole_10.jpg,mouse_bite,0.00109,2199.696,1117.49,41.881,46.41
01_missing_hole_10.jpg,open_circuit,0.00108,2165.225,987.271,28.306,29.978
01_missing_hole_10.jpg,short,0.00107,418.369,820.445,30.224,37.927
01_missing_hole_10.jpg,spur,0.00107,1465.177,520.849,27.93,53.121
01_missing_hole_10.jpg,missing_hole,0.00105,332.964,749.931,48.373,55.629
01_missing_hole_10.jpg,open_circuit,0.00105,698.996,1120.843,41.444,32.361
01_missing_hole_10.jpg,open_circuit,0.00105,2129.149,761.08,29.37,31.074
01_missing_hole_10.jpg,short,0.00103,1616.114,400.04,61.029,60.842
01_missing_hole_10.jpg,spurious_copper,0.00103,414.097,1071.869,34.073,30.584
01_missing_hole_10.jpg,mouse_bite,0.00102,534.938,1073.582,25.873,25.625
01_missing_hole_10.jpg,spurious_copper,0.00102,2657.383,566.71,37.85,49.422
01_missing_hole_10.jpg,spur,0.00101,2618.38,524.815,49.799,47.198
01_missing_hole_10.jpg,spurious_copper,0.001,2189.457,1100.766,43.711,52.933
01_missing_hole_20.jpg,missing_hole,0.79404,2634.317,1105.122,57.415,54.782
01_missing_hole_20.jpg,missing_hole,0.78469,2525.724,234.782,57.178,59.705
01_missing_hole_20.jpg,missing_hole,0.76727,221.226,576.943,58.343,57.398
01_missing_hole_20.jpg,missing_hole,0.07221,462.543,1222.332,49.965,47.616
01_missing_hole_20.jpg,spur,0.01649,2189.421,1100.757,43.801,52.953
01_missing_hole_20.jpg,mouse_bite,0.00963,1474.363,1214.411,52.625,54.041
01_missing_hole_20.jpg,spur,0.00699,2631.705,1104.955,62.146,49.598
01_missing_hole_20.jpg,open_circuit,0.00698,234.476,584.911,38.69,40.44
01_missing_hole_20.jpg,mouse_bite,0.00669,1462.47,1233.783,48.537,46.561
01_missing_hole_20.jpg,mouse_bite,0.00655,454.689,946.762,30.361,32.65
01_missing_hole_20.jpg,mouse_bite,0.0061,2631.705,1104.955,62.146,49.598
01_missing_hole_20.jpg,missing_hole,0.00565,234.476,584.911,38.69,40.44
01_missing_hole_20.jpg,mouse_bite,0.00548,234.476,584.911,38.69,40.44
01_missing_hole_20.jpg,spur,0.00533,234.476,584.911,38.69,40.44
01_missing_hole_20.jpg,spur,0.0045,2170.327,1091.002,45.746,51.965
01_missing_hole_20.jpg,mouse_bite,0.00445,2189.421,1100.757,43.801,52.953
01_missing_hole_20.jpg,spurious_copper,0.00436,2618.293,524.714,49.934,47.382
01_missing_hole_20.jpg,spurious_copper,0.00436,2258.571,1387.703,48.752,44.526
01_missing_hole_20.jpg,open_circuit,0.00424,418.222,818.473,30.713,38.329
01_missing_hole_20.jpg,spurious_copper,0.00421,1108.251,1169.262,44.359,37.288
01_missing_hole_20.jpg,spurious_copper,0.00389,418.222,818.473,30.713,38.329
01_missing_hole_20.jpg,mouse_bite,0.00344,2065.647,438.56,26.979,28.275
01_missing_hole_20.jpg,spurious_copper,0.00325,2310.31,1289.817,37.798,47.266
01_missing_hole_20.jpg,mouse_bite,0.00312,648.845,1285.449,35.575,35.134
01_missing_hole_20.jpg,open_circuit,0.00304,454.689,946.762,30.361,32.65
01_missing_hole_20.jpg,spurious_copper,0.00283,2631.705,1104.955,62.146,49.598
01_missing_hole_20.jpg,spur,0.0028,1462.47,1233.783,48.537,46.561
01_missing_hole_20.jpg,mouse_bite,0.00273,2165.208,987.269,28.329,29.982
01_missing_hole_20.jpg,open_circuit,0.0027,2631.705,1104.955,62.146,49.598
01_missing_hole_20.jpg,spurious_copper,0.00255,2715.201,1031.253,47.56,50.897
01_missing_hole_20.jpg,open_circuit,0.00242,2065.647,438.56,26.979,28.275
01_missing_hole_20.jpg,spurious_copper,0.0023,2692.855,1246.369,47.174,45.182
01_missing_hole_20.jpg,open_circuit,0.00227,407.42,818.226,44.327,32.326
01_missing_hole_20.jpg,spur,0.00226,2307.978,1097.231,36.897,35.845
01_missing_hole_20.jpg,spurious_copper,0.00225,699.167,1133.692,60.86,37.947
01_missing_hole_20.jpg,open_circuit,0.00221,417.476,809.964,33.468,38.865
01_missing_hole_20.jpg,spurious_copper,0.00215,1114.317,1168.441,51.272,34.553
01_missing_hole_20.jpg,spurious_copper,0.00213,2307.978,1097.231,36.897,35.845
01_missing_hole_20.jpg,spurious_copper,0.00205,2122.124,1332.711,38.956,45.986
01_missing_hole_20.jpg,spur,0.002,1474.363,1214.411,52.625,54.041
01_missing_hole_20.jpg,mouse_bite,0.00199,407.42,818.226,44.327,32.326
01_missing_hole_20.jpg,spurious_copper,0.00197,2120.642,898.072,43.299,38.898
01_missing_hole_20.jpg,short,0.00182,2310.31,1289.817,37.798,47.266
01_missing_hole_20.jpg,mouse_bite,0.00182,418.222,818.473,30.713,38.329
01_missing_hole_20.jpg,spurious_copper,0.00179,447.161,914.045,37.445,42.793
01_missing_hole_20.jpg,spurious_copper,0.00175,454.689,946.762,30.361,32.65
01_missing_hole_20.jpg,spur,0.00169,2712.412,1040.295,44.825,50.795
01_missing_hole_20.jpg,mouse_bite,0.00167,1450.664,1240.867,49.498,49.593
01_missing_hole_20.jpg,missing_hole,0.00164,407.42,818.226,44.327,32.326
01_missing_hole_20.jpg,mouse_bite,0.00162,1861.299,1406.982,45.85,25.901
01_missing_hole_20.jpg,spurious_copper,0.00161,234.476,584.911,38.69,40.44
01_missing_hole_20.jpg,spurious_copper,0.00155,2712.412,1040.295,44.825,50.795
01_missing_hole_20.jpg,spurious_copper,0.00153,2620.797,501.418,40.346,39.453
01_missing_hole_20.jpg,mouse_bite,0.00146,604.748,331.441,35.826,37.814
01_missing_hole_20.jpg,spur,0.00144,699.026,1120.845,41.35,32.425
01_missing_hole_20.jpg,spur,0.00141,2815.121,819.919,28.153,78.702
01_missing_hole_20.jpg,mouse_bite,0.00133,1494.308,1199.829,48.231,45.669
01_missing_hole_20.jpg,spurious_copper,0.00133,611.694,788.252,26.908,49.409
01_missing_hole_20.jpg,spurious_copper,0.0013,427.854,856.25,34.941,65.739
01_missing_hole_20.jpg,spurious_copper,0.00128,709.827,1110.314,50.704,36.869
01_missing_hole_20.jpg,spur,0.00128,1328.578,1261.369,53.892,32.948
01_missing_hole_20.jpg,spurious_copper,0.00126,2313.421,1300.329,39.189,48.77
01_missing_hole_20.jpg,spur,0.00125,2201.372,1106.237,42.851,45.203
01_missing_hole_20.jpg,spurious_copper,0.00124,2227.86,649.225,57.515,30.597
01_missing_hole_20.jpg,spurious_copper,0.00124,2261.234,1377.847,46.917,47.027
01_missing_hole_20.jpg,spur,0.00122,2815.077,832.546,25.493,79.863
01_missing_hole_20.jpg,mouse_bite,0.00119,2129.149,761.053,29.399,31.114
01_missing_hole_20.jpg,mouse_bite,0.00119,1519.801,1175.621,39.226,47.599
01_missing_hole_20.jpg,spurious_copper,0.00118,699.026,1120.845,41.35,32.425
01_missing_hole_20.jpg,missing_hole,0.00116,2065.647,438.56,26.979,28.275
01_missing_hole_20.jpg,spur,0.00115,1465.581,521.615,28.364,54.213
01_missing_hole_20.jpg,missing_hole,0.00113,179.673,816.701,44.005,33.598
01_missing_hole_20.jpg,mouse_bite,0.0011,2170.327,1091.002,45.746,51.965
01_missing_hole_20.jpg,open_circuit,0.00109,2165.208,987.269,28.329,29.982
01_missing_hole_20.jpg,mouse_bite,0.00109,2199.657,1117.5,41.97,46.41
01_missing_hole_20.jpg,open_circuit,0.00108,1462.47,1233.783,48.537,46.561
01_missing_hole_20.jpg,open_circuit,0.00106,179.673,816.701,44.005,33.598
01_missing_hole_20.jpg,open_circuit,0.00105,2129.149,761.053,29.399,31.114
01_missing_hole_20.jpg,spur,0.00105,2594.795,885.435,28.82,54.774
01_missing_hole_20.jpg,spur,0.00103,2618.293,524.714,49.934,47.382
01_missing_hole_20.jpg,spurious_copper,0.00103,2657.378,566.569,37.888,49.674
01_missing_hole_20.jpg,short,0.00103,417.476,809.964,33.468,38.865
01_missing_hole_20.jpg,open_circuit,0.00102,699.026,1120.845,41.35,32.425
01_missing_hole_20.jpg,mouse_bite,0.00101,417.476,809.964,33.468,38.865
01_mouse_bite_05.jpg,open_circuit,0.75777,2161.331,295.062,32.799,32.294
01_mouse_bite_05.jpg,mouse_bite,0.10772,2140.814,1151.951,46.321,41.443
01_mouse_bite_05.jpg,open_circuit,0.10063,2140.814,1151.951,46.321,41.443
01_mouse_bite_05.jpg,missing_hole,0.07482,462.514,1222.318,50.018,47.646
01_mouse_bite_05.jpg,mouse_bite,0.03103,2161.331,295.062,32.799,32.294
01_mouse_bite_05.jpg,open_circuit,0.02245,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,short,0.01783,2140.814,1151.951,46.321,41.443
01_mouse_bite_05.jpg,mouse_bite,0.01156,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,mouse_bite,0.0096,1474.348,1214.41,52.661,54.056
01_mouse_bite_05.jpg,missing_hole,0.00768,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,spurious_copper,0.00716,2140.814,1151.951,46.321,41.443
01_mouse_bite_05.jpg,mouse_bite,0.00667,1462.461,1233.771,48.567,46.585
01_mouse_bite_05.jpg,mouse_bite,0.00654,454.676,946.789,30.328,32.636
01_mouse_bite_05.jpg,open_circuit,0.006,2158.665,282.296,41.904,46.379
01_mouse_bite_05.jpg,short,0.00572,2161.331,295.062,32.799,32.294
01_mouse_bite_05.jpg,spur,0.0052,2142.957,1126.073,45.028,60.408
01_mouse_bite_05.jpg,spur,0.00477,2194.238,1097.66,37.62,51.88
01_mouse_bite_05.jpg,spurious_copper,0.00448,2258.577,1387.709,48.699,44.505
01_mouse_bite_05.jpg,spurious_copper,0.00443,2142.957,1126.073,45.028,60.408
01_mouse_bite_05.jpg,spurious_copper,0.0042,2618.347,524.821,49.833,47.215
01_mouse_bite_05.jpg,spurious_copper,0.00414,1108.243,1169.28,44.302,37.243
01_mouse_bite_05.jpg,open_circuit,0.00388,418.285,818.54,30.656,38.291
01_mouse_bite_05.jpg,spurious_copper,0.00371,418.285,818.54,30.656,38.291
01_mouse_bite_05.jpg,spurious_copper,0.0035,2161.331,295.062,32.799,32.294
01_mouse_bite_05.jpg,spur,0.0034,2140.814,1151.951,46.321,41.443
01_mouse_bite_05.jpg,spurious_copper,0.00319,2310.416,1290.19,37.601,46.865
01_mouse_bite_05.jpg,mouse_bite,0.00307,648.845,1285.425,35.614,35.113
01_mouse_bite_05.jpg,open_circuit,0.00307,454.676,946.789,30.328,32.636
01_mouse_bite_05.jpg,spur,0.00278,1462.461,1233.771,48.567,46.585
01_mouse_bite_05.jpg,mouse_bite,0.00261,2165.294,987.329,28.288,30.016
01_mouse_bite_05.jpg,spurious_copper,0.00245,2308.033,1097.031,36.63,35.932
01_mouse_bite_05.jpg,spur,0.00244,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,spur,0.0024,2308.033,1097.031,36.63,35.932
01_mouse_bite_05.jpg,spurious_copper,0.00238,2716.21,1031.521,46.822,49.911
01_mouse_bite_05.jpg,spurious_copper,0.00225,699.092,1133.77,60.891,37.836
01_mouse_bite_05.jpg,spurious_copper,0.00219,2693.583,1246.57,46.038,44.862
01_mouse_bite_05.jpg,spurious_copper,0.00214,2121.975,1332.737,39.265,46.231
01_mouse_bite_05.jpg,spurious_copper,0.00211,1114.319,1168.479,51.263,34.511
01_mouse_bite_05.jpg,open_circuit,0.00202,417.538,809.958,33.397,38.809
01_mouse_bite_05.jpg,spur,0.00199,1474.348,1214.41,52.661,54.056
01_mouse_bite_05.jpg,spurious_copper,0.00195,2120.673,898.1,43.182,38.875
01_mouse_bite_05.jpg,open_circuit,0.00188,407.299,818.365,44.074,31.848
01_mouse_bite_05.jpg,mouse_bite,0.00185,2064.617,438.89,28.645,27.343
01_mouse_bite_05.jpg,short,0.0018,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,mouse_bite,0.00175,407.299,818.365,44.074,31.848
01_mouse_bite_05.jpg,spurious_copper,0.00171,447.207,914.135,37.397,42.728
01_mouse_bite_05.jpg,spurious_copper,0.00171,454.676,946.789,30.328,32.636
01_mouse_bite_05.jpg,mouse_bite,0.00167,418.285,818.54,30.656,38.291
01_mouse_bite_05.jpg,mouse_bite,0.00167,1450.654,1240.865,49.519,49.623
01_mouse_bite_05.jpg,short,0.00164,2310.416,1290.19,37.601,46.865
01_mouse_bite_05.jpg,mouse_bite,0.0016,1861.303,1406.989,45.841,25.899
01_mouse_bite_05.jpg,spurious_copper,0.0015,2620.833,501.333,40.26,39.243
01_mouse_bite_05.jpg,open_circuit,0.00148,2064.617,438.89,28.645,27.343
01_mouse_bite_05.jpg,spurious_copper,0.00146,2713.919,1043.201,43.665,48.3
01_mouse_bite_05.jpg,mouse_bite,0.00144,604.714,331.436,35.841,37.814
01_mouse_bite_05.jpg,spur,0.00143,698.986,1120.869,41.469,32.415
01_mouse_bite_05.jpg,spur,0.00139,2815.188,819.81,28.117,78.656
01_mouse_bite_05.jpg,spurious_copper,0.00138,2149.214,293.767,47.314,39.045
01_mouse_bite_05.jpg,missing_hole,0.00138,407.299,818.365,44.074,31.848
01_mouse_bite_05.jpg,spurious_copper,0.00134,2224.221,649.582,61.787,31.096
01_mouse_bite_05.jpg,mouse_bite,0.00133,1494.269,1199.822,48.28,45.714
01_mouse_bite_05.jpg,spurious_copper,0.00129,709.743,1110.32,50.756,36.802
01_mouse_bite_05.jpg,spurious_copper,0.00129,427.885,856.434,34.839,65.428
01_mouse_bite_05.jpg,spurious_copper,0.00128,611.702,788.216,26.893,49.279
01_mouse_bite_05.jpg,spur,0.00127,1328.55,1261.366,53.927,32.95
01_mouse_bite_05.jpg,spurious_copper,0.00127,2313.504,1300.97,38.828,48.147
01_mouse_bite_05.jpg,spurious_copper,0.00126,2261.286,1377.869,46.827,46.952
01_mouse_bite_05.jpg,spur,0.00121,2440.656,290.602,38.079,40.271
01_mouse_bite_05.jpg,mouse_bite,0.0012,2129.123,761.015,29.366,31.11
01_mouse_bite_05.jpg,mouse_bite,0.00119,2142.957,1126.073,45.028,60.408
01_mouse_bite_05.jpg,mouse_bite,0.00119,1519.802,1175.596,39.268,47.632
01_mouse_bite_05.jpg,spur,0.00118,2815.147,832.5,25.454,79.782
01_mouse_bite_05.jpg,spurious_copper,0.00117,698.986,1120.869,41.469,32.415
01_mouse_bite_05.jpg,spur,0.00114,1465.579,521.608,28.414,54.283
01_mouse_bite_05.jpg,spurious_copper,0.00112,2158.665,282.296,41.904,46.379
01_mouse_bite_05.jpg,short,0.00109,2158.665,282.296,41.904,46.379
01_mouse_bite_05.jpg,open_circuit,0.00109,1462.461,1233.771,48.567,46.585
01_mouse_bite_05.jpg,open_circuit,0.00105,2165.294,987.329,28.288,30.016
01_mouse_bite_05.jpg,open_circuit,0.00105,2129.123,761.015,29.366,31.11
01_mouse_bite_05.jpg,open_circuit,0.00101,698.986,1120.869,41.469,32.415
01_mouse_bite_05.jpg,spurious_copper,0.00101,2657.36,566.65,37.869,49.457
01_mouse_bite_05.jpg,spur,0.00101,2618.347,524.821,49.833,47.215
01_mouse_bite_12.jpg,mouse_bite,0.1198,2589.678,880.953,31.634,45.189
01_mouse_bite_12.jpg,open_circuit,0.11825,2813.565,1217.033,32.39,41.889
01_mouse_bite_12.jpg,missing_hole,0.07482,462.514,1222.318,50.018,47.646
01_mouse_bite_12.jpg,mouse_bite,0.07005,2589.93,887.295,31.956,48.225
01_mouse_bite_12.jpg,mouse_bite,0.05889,2813.565,1217.033,32.39,41.889
01_mouse_bite_12.jpg,open_circuit,0.04021,2592.32,890.376,28.605,36.778
01_mouse_bite_12.jpg,spur,0.01627,2189.452,1100.759,43.713,52.936
01_mouse_bite_12.jpg,mouse_bite,0.011,2817.111,1200.506,31.351,58.17
01_mouse_bite_12.jpg,spur,0.01028,2592.32,890.376,28.605,36.778
01_mouse_bite_12.jpg,mouse_bite,0.00958,1474.356,1214.41,52.64,54.047
